uid,id,stars,review,sentiment,type,filename,url
27,4989,8,"This is very dated, but that's part of the charm with this 1933 movie. You can say the same for most Pre-Code films; they're just different, and usually in an interesting way.<br /><br />It was the short running time, the great acting of Spencer Tracy and the beautiful face and sweetness of Loretta Young's character which kept me watching and enjoying this stagy-but-intriguing film.<br /><br />You'd be hard-pressed to find a nicer girl than ""Trinna,"" played by the 20-year-old Young who was already into making her 50th movie! (She started acting as a small child. That, and the fact they made movies quickly back in the old days.) The camera, although in soft focus throughout much of the film, zoomed in on Loretta's face and eyes many times and I was mesmerized by her beauty.<br /><br />Playing a crotchety man with a cynical outlook on life, Tracy's ""Bill"" slowly transformed into a loving man, thanks to Trinna. Spencer delivered his lines here with such naturalness that you hardly knew he was acting.<br /><br />Although they have small roles, supporting actors Walter Connolly, Marjorie Rambeau, Arthur Hohl and Glenda Farrell leave lasting impressions long after viewing this 75-minute film. I was particularly fascinated with Connolly's role as the minister/father figure of the camp.<br /><br />The story is a little far-fetched but - hey - that's the movies. This story is about two lonely Great Depression victims trying to survive in a ""Hooverville""-type camp and it winds up to be a very touching tale.",Positive,Train,./train/pos/4989_8.txt,http://www.imdb.com/title/tt0024302/usercomments
28,1277,1,"This movie still chills me to the bone thinking of it. This movie was not just bad as in low-budget, badly acted, etc. although it certainly WAS all of those things. The problem with this movie is that it seemed to be intentionally trying to annoy the viewer, and doing it with great success. What I want to know is, is this supposed to be a horror movie? I mean, it's definately horrifying, but not in the way horror movies are supposed to be. I could see the first segment trying to be horror and failing, but what the hell is the second segment? It's just annoying. The third segment is like watching an artsy student film, which amazingly enough makes it the least painful segment. It's an atrocity that this movie isn't way low on the bottom 100, so get your votes (1/10) in people!! I know some people gave this good reviews, but, well, they're lying in a sadistic attempt to trick you. Trust me, it is impossible to like this movie. The only benefit of this movie is an amazing life-extending effect: it feels like you've been watching this movie for years after only the first half hour has passed.",Negative,Train,./train/neg/1277_1.txt,http://www.imdb.com/title/tt0106983/usercomments
29,4703,9,"This movie is utterly hilarious. Its cast clicks immediately with frame one and takes us on a wonderful ride through spoofing gangster films. The conflict of brother vs. brother appears when Johnny's brother becomes a do-gooder D.A. However, the best character is Johnny's crimelord rival, the overly accented Moroni. As Johnny says ""That man should be arrested for butchering the English language.""<br /><br />Check it out on video. It's worth a look.",Positive,Train,./train/pos/4703_9.txt,http://www.imdb.com/title/tt0087507/usercomments
30,2708,7,"After being sent to prison for no less then 10 nor more then 40 years for being busted with drugs and refusing to give up her accomplishes, Jackie (Erica Gavin of Russ Meyer's ""Vixen"" and ""Beyond the Valley of the Dolls"", in her last film role) has to get accustomed to life in the big 'doll' house, or at least try to, in this early film by Jonathan Demme. Due to it's tawdry nature and sheer watchability, I would also rank this as one of his best films, right below ""Silence of the Lambs"" and ""Stop Making Sense"", but so far above any of his other movies. This minor classic is just campy, sleazy, and fun enough to be an amazingly good guilty pleasure and thankfully never once goes overboard into all out parody of the Women In Prison genre. It ALMOST washed out the rancid bad taste of the ludicrously preachy ""Philidelphia"" from my mouth. However, the film is not without it's downfalls (the 'un'talent show is a HUGE chore to sit through and goes on far too long, Barbera Steele is sadly wasted, among other small things) But don't let those gripes stop you from watching an otherwise enjoyable movie.<br /><br />My Grade: B- <br /><br />DVD Extras: 5 minute Roger Corman interview; Cast & crew Bios; Original Trailer; and Trailers for ""Candy Stripe Nurses"" (with nudity), ""Big Bad Mama 2"", ""Big Doll House"" (with nudity), & ""Crazy Mama"" <br /><br />Eye Candy: Juanita Brown, Cheryl ""Rainbeaux"" Smith, Erica Gavin, Roberta Collins, Ella Reid, Lynda Gold, and some others all show skin",Positive,Train,./train/pos/2708_7.txt,http://www.imdb.com/title/tt0071266/usercomments
31,10598,8,"Very funny, well-crafted, well-acted, meticulous attention to detail. A real window into a specific time and place in history. Could almost believe this was a true story in a parallel universe. Interesting how Passport to Pimlico anticipates the Berlin airlift. A definite 10.",Positive,Train,./train/pos/10598_8.txt,http://www.imdb.com/title/tt0041737/usercomments
32,9902,3,A very attractive and capable cast is lost in this deadly boring rehash of the slasher sub-genre. The plot a simply a collection of cliches and set-pieces that we've all seen a hundred times before. Has great potential as an insomnia treatment.,Negative,Train,./train/neg/9902_3.txt,http://www.imdb.com/title/tt0322241/usercomments
33,3300,9,"Pakeezah has a very interesting history (which is well documented in the 'Trivia' section) about how it came to be. It seems as if destiny conspired to test Kamal Amrohi (the director) while at the same time secretly desiring to see him complete his masterpiece.<br /><br />Pakeezah rides on metaphors, poetry and visual elocution. As a result the intensity with which emotions come out achieve a dimension which may not be very real but are very effective and leave an impact on the viewer.<br /><br />Meena Kumari lives the tragedy of Nargis and Sahib Jaan like her own. The other stars of the film, besides her, are Ghulam Mohammed (the music director), Lata Mangeshkar, Naushad (background score) and Joseph Wirsching (the d.o.p). Their music and cinematography leaves you spell bound.<br /><br />Pakeezah is a classic in world cinema. It reveals new layers to you every time you watch it again. Kamal Amrohi is one of the rare poets of cinema and he left us all a gift.",Positive,Train,./train/pos/3300_9.txt,http://www.imdb.com/title/tt0067546/usercomments
34,10937,9,"For all the hoopla, respect and recognition this film gets from Kung Fu historians, it still lacks glaringly in a couple critical areas: action and fight scenes. But I must say that the plot is probably the best and most original I've ever seen in a martial arts film. Five Deadly Venoms without a doubt is a must see, not only that, a movie you can watch again and again; but I also must say that after watching it you feel it could have been even better. It somehow leaves you wanting something, you want more. The producer Chang Cheh sets up the storyline beautifully for a potential masterpeice but doesn't follow through with giving us more of the action we want. The fighting styles in the movie really captures the viewer (Centipede,Snake,Scorpion,Lizard,Toad) and they are shown, but battles are noticeably short. The Toad and Snake styles are particularly intriguing and should have been showcased much, much more, in fact the Toad is killed off by the middle of the movie. Interestingly enough with this movie, the absence of constant action or fighting leads to development of a great plot, this is one of the few kung fu films where you are really interested in the storyline and care about the outcome. This movie has a dark and vicious tone to it and you are drawn into the vibe. Sinister weapons and torture tactics are used throughout the movie and adds to the movies feel. To start off the movie and to introduce the Poison Clan producer Chang Cheh takes us to a grimy dungeon. The ending fight scenes are certainly good but seem muffled and somehow you expected more. Still though this movie is one of Shaw Brothers best and is quite enjoyable. My overall impression of the movie would conclude with this: The styles the fighters used are merely shown to us and not showcased in detail, sad thing is , the director had the goods for something extraordinary right at his fingertips and didn't expand on it. I am left wondering what could have been with this movie, still one of the best though. 8 out of 10 on the scale.",Positive,Train,./train/pos/10937_9.txt,http://www.imdb.com/title/tt0077559/usercomments
35,10348,1,"I was very excited to see that they had made a movie out of my favorite book ever. I didn't realize it was Disney until it was too late. I was appalled by the many omissions of crucial parts of the story. It was as if someone made a movie out of a 4th grader's book report on the novel. Meg did well in school and neither her nor her father wore glasses. Mrs Murray (Meg's mother) was not portrayed as much of a scientist at all; they left out her kitchen laboratory and replaced it with the internet. And that's just the beginning. By halfway through the movie I found myself shouting at the screen, much to the dismay of the other people who were watching the movie who hadn't read the book. I wish I had more thumbs so I could give four thumbs down for this one. The only good thing I can say is that for a person who has not read the book, this movie is kinda alright.",Negative,Train,./train/neg/10348_1.txt,http://www.imdb.com/title/tt0290382/usercomments
36,9169,1,"It gets really bad. The only half-way redeeming quality is the effects from the thousands of bullets used during the film. There are context errors everywhere. The acting is horrible, save Kirk. The story is as holey as the grail, and the belief that the movie is a video game in itself just kills the movie, if it wasn't already a corpse. So all in all it's a waste of your life. I would have given this a zero had that been an option on the rating scale.",Negative,Train,./train/neg/9169_1.txt,http://www.imdb.com/title/tt0317676/usercomments
37,9754,10,"This Raggedy Ann and Andy Movie is so adorable. We love watching Ann and Andy sing and dance, along with the camel with the wrinkled knees. This movie is what made the Camel with the Wrinkled Knees so popular, singing his song, ""I'm nobodies I Love You"". If you love Raggedy Ann and Andy Watch the movie and you will see why it's a movie the kids love, and adults!",Positive,Train,./train/pos/9754_10.txt,http://www.imdb.com/title/tt0076593/usercomments
38,3587,3,How can they from Joe Don Baker (as Bufford Pusser in the first sequel) to Bo Svenson (as Bufford Pusser in the second sequel).Why did they do that for.Just Because Bo Svenon look more a like to Bufford Pusser they still should'nt of changed it because the first sequel it was Joe Don Baker as Bufford Pusser and that one of the thing i wanted to see in the second sequel.<br /><br />I would've given this movie a 7 out of 10 and i would've given it a 1 out of 10 if the story did'nt have anything to do with Bufford Pusser's life but it did and that why i had given this movie a 3 out 10.<br /><br />I strongly suggest that anyone who is planning on watching this cheese i suggest don't and watch the first sequel instead.,Negative,Train,./train/neg/3587_3.txt,http://www.imdb.com/title/tt0073880/usercomments
39,2860,1,This movie only got a 1 because you can't give a zero! if you have a weak tummy AT ALL don't watch. animal rights people you don't want to watch either. it makes people vegetarians i swear i witnessed it happen! the only cool parts are the case and the fact that its a true story. its really really super creepy that this guy worked at ADT while he killed people! still feel safe when you punch in that little code? i don't! He had access to every code in Kansas!!!!!! I hated the movie it was not scary it was mentally scaring! Do your self a favor and don;t rent/buy this movie i think it cost about $20 to make that INCLUDES their OVER paid actors!!!!,Negative,Train,./train/neg/2860_1.txt,http://www.imdb.com/title/tt0472047/usercomments
40,10027,1,"The action in this movie beats Sunny bhai in Gadar. Akshay Kumar possess the superpowers of Leonidus in 300, Neo in Matrix along with Spiderman and Superman. It is hilarious. Except for the typical Akshay Kumar and Anil Kapoor comedy I cannot see anything positive in this film. The story looks like the writer told his 10yr old son to write. The movie is so unreal that Anil Kapoors long range shooting with a shotgun is the least most mistake by the director. Except for the directors Tashan to make this movie there is no other Tashan. I regret wasting my money on this movie and I would not recommend it to anybody. 1/10 is the least I can give on IMDb or I would give it a zero.",Negative,Train,./train/neg/10027_1.txt,http://www.imdb.com/title/tt0995752/usercomments
41,1045,2,"Raising Victor Vargas fails terribly in what it tries most to be: being real. Unfortunately, there is no reality to this film. The characters and situations feel completely artificial and fake.<br /><br />The reason? Bad directing. Peter Sollett uses all the wrong tools in his arsenal. It seems Mr. Sollett read somewhere that not lighting his film would give it an authentic feel. Wrong! It just gives it a badly-made feel. Similarly, shaking the camera does not give a documentary style to your film, it just gives the audience a headache and detracts from what's on screen instead of enhance it.<br /><br />Of course, what's on screen is so painfully fake, as if Mr. Sollett wrote his script with the only goal of trying to look ""hip"" to his Sundance buddies and show how ""edgy"" a filmmaker he is.<br /><br />Overall, the only lasting impression this film leaves you with is what a bad director Mr. Sollett is. Next time, how about taking a few writing and directing classes?",Negative,Train,./train/neg/1045_2.txt,http://www.imdb.com/title/tt0316188/usercomments
42,1987,4,This was an excellent idea and the scenery was beautiful but that's where it ends. It seemed like a lackluster Set It Off meets The West. The plot barely made any sense. There were so many characters and not enough time to develop their personalities. There were too may unnecessary things going on that didn't pertain to the plot nor did it help further the story along. There were also long blank moments where the plot could have been explored but was used for silence or unnecessary conversations. The script should have made more sense as well as the directing. I had a huge question mark on my head watching this movie. But the casting was great in my opinion. If you're only watching for eye candy then this is the movie for you.,Negative,Train,./train/neg/1987_4.txt,http://www.imdb.com/title/tt0339091/usercomments
43,1964,7,"I cannot accept the negative comments of other reviewers. They are too critical, perhaps because they are stuck in the past. I would like to see a comment from someone who had never seen Basic Instinct 1, perhaps someone very young ? I left the cinema feeling glad that I had not been swayed by the IMDb reviewers. 14 hours later I am still trying to find flaws in the plot but I cannot think of anything serious. My advice to everyone is see it for yourself and make up your own mind.<br /><br />It follows a similar pattern to Basic Instinct 1 but the plot is less confused. It still left me wondering at the end but in a more satisfactory way. Sharon Stone is as sexy and evil as before and wears her 48 years extremely well; this remains her defining role. David Morrisey was satisfactory even though he is no Michael Douglas. Of the supporting cast I particularly liked David Thewlis as the police detective.",Positive,Train,./train/pos/1964_7.txt,http://www.imdb.com/title/tt0430912/usercomments
44,901,1,"Sophia Loren plays Aida, in one of the worst films of all time. She can't lipsync. In terms of production values, the film is so bad, that at one point, while Loren is mouthing ""O Patria Mia,"" she leans onto what looks to be a stone wall for support, and the canvas set billows and shakes.",Negative,Train,./train/neg/901_1.txt,http://www.imdb.com/title/tt0045483/usercomments
45,2298,7,"I love occult Horror, and the great British Hammer Studios, who delivered one of their greatest films with ""The Devil Rides Out"" (1968), have proved to be more than capable in this field of Horror. This occult tenth episode of Hammer's short running TV-series ""Hammer House of Horror"" (1980), ""Guardian of the Abyss"", is indeed a creepy entry to the series. Director Don Sharp, who had previously enriched the Hammer oeuvre with ""The Kiss of the Vampire"" (1963) and ""Rasputin: The Mad Monk"" (1966) and furthermore directed two ""Fu Machu"" movies starring Christopher Lee, is doubtlessly one of the better-known names among the HHH directors, and he also delivers here. Antiques dealer Michael (Ray Lonnen) stumbles over a mysterious old scrying glass. The scrying glass happens to be the object of desire of a devil-worshiping cult, who want to use it for their satanic rites. When he shelters a beautiful young girl named Allison (Rosalyn Landor), who is to be sacrificed by the cult, Michael gets into deeper trouble with the cult and their sinister leader (John Carson)... While this is not one of my absolute favorite episodes of ""Hammer House of Horror"" (the best one clearly is the brilliant seventh episode, ""The Silent Scream""), it is a very creepy and atmospheric one. The plot has several interesting twists, and stays suspenseful and uncanny throughout the film. Ray Lonnen makes a good lead, young Rosalyin Landor is convincing as the innocent beauty, and John Carson is truly creepy as the leader of the Satanists. Overall, ""Guardian of the Abyss"" is another interesting and creepy HHH tale, and my fellow Hammer fans should not miss it.",Positive,Train,./train/pos/2298_7.txt,http://www.imdb.com/title/tt0089235/usercomments
46,2275,1,"A remake of Alejandro Amenabar's Abre los Ojos, but this time with a living, breathing mask as a lead. For the dubious advantage of an English sound track, we endure Tom Cruise's soulless performance, as usual, with zero depth. Yes, the character is identified with his persona, but we usually are given some character underneath that to hold our interest. His empty posturing negates any erotic energy that could have been between his character and Cruz or Diaz.<br /><br />There is an acting exercise that involves using masks to free the actor to enrich his presentation of character by verbal and body language means. Cruise's masking only painfully emphasizes his inadequacy as an actor. Do see the 1997 original Amenabar Open Your Eyes!",Negative,Train,./train/neg/2275_1.txt,http://www.imdb.com/title/tt0259711/usercomments
47,7928,10,"Let's get some things straight first: Zombies don't exist so the filmmaker can have them WALK, RUN, hell even FLY if he wants to. That's what makes this original Zombie movie so good. Everything they did was so damn original. I hate it when filmmakers do everything like Romero or when fan boys expect everything like Romero. Some idiots think that zombies should only growl like a typical Romero movie, once again zombies don't exist so a filmmaker can make zombies whistle if he wants. The zombies in this movie all look very good but OBVIOUSLY they are not decaying corpses since they JUST freaking died! They are pretty messed up though and full of chopped faces and blood. One of the coolest scenes was a half eaten cat. It looked so damn real my daughter cried when she saw it. This movie got really good reviews in Fangoria and Rue Morgue so that made me want to go see it. I'm glad I listened. They are always right when it comes to real horror fan's tastes. 10 out of 10! Go rent it!",Positive,Train,./train/pos/7928_10.txt,http://www.imdb.com/title/tt0449599/usercomments
48,6376,10,"If you have sons or daughters who love action, adventure, intrigue, and imagination - without the need to break into song every twelve minutes - then this is the Disney movie for you! My sons loved every minute of this film, and I have to admit that I laughed out loud many times throughout the movie. There are no sappy songs to get in the way of a wonderfully told story, and the characters are all lovable and identifiable in their own right. This should go down as one of the Disney ""classics"" because of its beautifully illustrated scenery and its non-stop excitement!",Positive,Train,./train/pos/6376_10.txt,http://www.imdb.com/title/tt0230011/usercomments
49,12145,1,"As you may have gathered from the title, I wholeheartedly believe this movie to be the worst zombie movie of all time. The acting, camera-work, writing, special effects and anything else remotely related to this movie sucked. People have argued that while this movie is terribly-acted and terribly-produced but it comes through with a witty intelligent script. Wow. The plot has more holes than I or anyone else could possibly count. For starters, why would the government tell everyone to go back to work when it's not safe? I know the government's supposed to be evil but they don't gain anything by killing the entire population of the country. There wouldn't be anyone to govern! Another thing that I was wondering about, even if the government told everyone to go to work, why would people go if the streets were swarming with zombies? Were the zombies going to hide in the bushes and ambush the unsuspecting people in order to aid the government in their plot to kill everyone on the planet? And how about the ending? That stupid Torch guy sacrifices his life in order to get a few close up shots of the zombies. He probably forgot that every camera made in the last 35 years has a zoom feature. And another thing, why does he say Hindenburg before he dies. The Hindenburg was a rare event seen by a very few people. The zombie menace will been seen by everyone in the country, possibly the world. He doesn't think anyone else will get a few snapshots? They also managed to ruin the only semi-interesting scene in the film when the soldier is watching the exotic dancer. Why did the zombie hide behind a curtain for five minutes before attacking the girl? Especially when the zombie could have come through the DOOR. It's probably just something an unintelligent zombie movie fan such as myself wouldn't understand. Every day I pray that God with increase my brain capacity long enough for me to figure out all the subtle nuances in Feeding the Masses.<br /><br />Anywho, I think it's interesting that this is the first movie that gave me the desire to physically hurt the people involved in the production. Hey Trent Haaga, I'm calling you out!",Negative,Train,./train/neg/12145_1.txt,http://www.imdb.com/title/tt0436301/usercomments
50,4510,4,"I love Memoirs of a Geisha so I read the book twice; it is one of the best book I've read last year. I was looking forward to the movie and was afraid that reading the book would ruin the viewing pleasure of the movie. I wasn't expecting the movie to be that bad. Some of the best part of the book was omitted from the movie and the characters were weak with Hatsumomo (Li Gong)been the worst. If I haven't read the book, this movie would be a little confusing and inexplicable. The Plot Outline of the movie states ""Nitta Sayuri reveals how she transcended her fishing..."" Did anyone see how or when Sayuri became Nitta Sayuri? Forget the movie and read the book.",Negative,Train,./train/neg/4510_4.txt,http://www.imdb.com/title/tt0397535/usercomments
51,7221,8,"Every time you think you have a handle on Deathtrap, another plot twist comes along. Best to just sit back and enjoy the ride on this one. Most noted for its on screen kiss between Michael Caine and Christopher Reeve (which was unfortunately cut from the televised version I saw), this movie has a great deal more to recommend it.<br /><br />Sidney Bruhl (Michael Caine) is a very unhappy man. Once a successful playwright, his last several plays on Broadway have flopped. And while his wife Myra (Dyan Cannon) is nothing but supportive, in both the monetary and emotional sense, this does little to make Sidney feel any better. To add insult to injury, young playwright, Clifford Anderson (Christopher Reeve), has just sent Sidney a play to look at. It's Anderson's first, and Sidney can see that the young man is a gifted writer. He jokes to his wife that he should invite Anderson over, kill him, and submit the play as his own. She laughs with him at first, but when Sidney actually invites Anderson over for dinner, she worries that he may really be putting his scheme into action. And her fears just may be justified...<br /><br />It's a brilliant script. There are twists and turns all through the plot, and they come faster and more furious as you get closer to the end. It's the kind of film that has you on the edge of your seat from the beginning, and keeps you there the entire time. An absolute masterpiece of suspense and mystery.<br /><br />The acting is excellent. Caine gives his usual excellent performance, and he does exhibit a knack for playing cultured, refined, and intellectual men. Reeve also gives an excellent rendering of a man who isn't nearly as wide eyed or innocent as he seems. Cannon's franticness works well for Myra. And Irene Worth gives a nice performance as a nosy neighbor who is also a psychic.<br /><br />This is a film with an ending you'd never expect, and repeated watchings help to pick up on things missed in earlier viewings. An unsung classic that is unfortunately only remembered for a scene which ruffled some sensibilities at the time - and that is a real shame.",Positive,Train,./train/pos/7221_8.txt,http://www.imdb.com/title/tt0083806/usercomments
52,8378,1,"This movie is most possibly the worst movie I have ever see in my entire life! The plot is ridiculous and the whole ""Little Man"" crap is just so stupid. The entire movie is unrealistic and dumb. Let's face it, It's just a ""Black Comedy"". This is just a pointless horrible piece that should have never made it to theaters. The jokes are not funny and the acting is horrendous. Please, I beg of to you save your money than see this worthless piece of crap. I had to endure sitting through Little Man for an hour and a half wishing my eyes would bleed. I am disgusted that something like this would even be thought of! Who writes this crap? The actors have NO talent what so ever, how do these people get into Hollywood? They are making money off this junk!",Negative,Train,./train/neg/8378_1.txt,http://www.imdb.com/title/tt0430304/usercomments
53,9424,10,"For me this is Ealing Studio's most perfect film - as fresh and relevant half a century later as it was the day it was released.<br /><br />As a satire on economic notions of 'growth' and the commercial need for in-built obsolescence, it could scarcely be more up-to-the-minute. And of what other film can it be said that the hero literally wears the plot?<br /><br />Oddly, there are parallels with Jurassic Park, in which messing with the environment will literally turn round and bite you. But Spielberg shied away from the book's brilliant central conceit to tack on some nonsense about 'children'. Hmmm.<br /><br />In The Man In The White Suit, Alec Guiness plays an idealistic young scientist who comes up with a cloth that never gets dirty and never wears out. Suddenly workers and capital at the northern English mill where he is working are united as never before in protection of their livelihoods.<br /><br />Of course, being Ealing, it's a comedy, but it needn't have been. The complex interplay of vested (should that be suited?) interests plays out beautifully, as one by one all parties realize that 'progress' is a threat, and that disposability and waste are what keep the looms turning.<br /><br />But, yes, this is a comedy - albeit a pointed one - and amid the political ironies are delicious performances, and some good old-fashioned knock-about laughs.<br /><br />Nonetheless, it's the biting satire that endures - dazzling and white.",Positive,Train,./train/pos/9424_10.txt,http://www.imdb.com/title/tt0044876/usercomments
54,10578,7,"""Footlight Parade"" is just one of several wonderfully jaunty musicals that Warner Bros. produced in the early 1930's to ward off the Depression. ""42nd Street"" and the Golddiggers series were also produced during this era, and they made literally, millions of Americans forget their troubles for a little while, and enjoy themselves.<br /><br />While most of the films produced had the great talents of Joan Blondell, Ruby Keeler, and Dick Powell, only Foolight Parade had the incomparable James Cagney. Almost ten years prior to his most well-known musical, ""Yankee Doodle Dandy"". Here he dances in that most original of dance styles, with his arms usually lowered at his side, and his legs doing all types of undulations and kicks. It's easy to see that he is enjoying himself, and that makes us enjoy him all the more.<br /><br />While almost all of the musical sequences appear at the end of the film, they are well worth the wait. I believe that this film was made just prior to the installation of the production code, so some of the costumes and scenes are a bit risqué. But it's all in fun.<br /><br />It doesn't matter what the plot of the film is, just know that there are plenty of laughs and a superlative cast. Besides those already mentioned, Guy Kibbee is at his flustered best here.<br /><br />7 out of 10",Positive,Train,./train/pos/10578_7.txt,http://www.imdb.com/title/tt0024028/usercomments
55,1328,10,"Without ""mental anachronism"", this film which I would like to find in DVD offer an extraordinary diving in the vital and mental context of thought of the people before the ""disenchantment of the world"". That, there is thirty years, a director and a scenario writer could test one such empathy and such a romantic truth to do it of them masterpiece leaves me astounding. It would be necessary to be able to see and re-examine it film for better seizing than the temporal and cultural distance us to make lose of capacity to be included/understood, analyze and finally to accept of such or such example of ""primitive thought"". Because this thought maintaining almost impossible to feel in the secularized world however contain certain keys of our behavior, that only them future generations will be able to analyze with sufficient relevance. If somebody knows where I then to get a numerical copy or VHS to me or DVD thank you in advance.",Positive,Train,./train/pos/1328_10.txt,http://www.imdb.com/title/tt0066936/usercomments
56,4635,7,"It's difficult to not have a liking for Israeli director Eytan Fox and for his movies, which describe the life in the middle east and the inherent problems gay people can have in these regions. Besides he also gave voice to the young generations, and to the remarkable part of them, who really need PEACE and who want to take no further notice of a war that for too much time marked the existences of people, both in Israel both in Palestine. These reasons, in my opinion, are sufficient to consider Fox a noteworthy director, even when his feeling for the melodrama is a tad out of control. However the fans of his movies (that he realized on team with Gal Uchovsky, his producer, co-screenwriter and also life companion) seem to not being vexed by this, since his new feature, THE BUBBLE (HA-BUAH), is having the same success of the previous YOSSI & JAGGER and WALK ON THE WATER. Announced as a contemporary gay version of ""Romeo & Juliet"", set in the present day Tel Aviv instead of Verona and with two men (one Israeli and the other Palestinian) at the place of the two Shakespearean young lovers, the film actually is quite different from that or, better, it's also something else. In fact the bubble of the title is the world apart in which the leading man, Noam, played by the Fox regular Ohad Knoller (Yossi in YOSSI & JAGGER, but I must confess I miss Jagger, the astonishing Yehuda Levi!) and his two co-tenants, a guy and a girl, chose to live. Around thirty-years-old, restless, witty and firm (despite the protagonist just spent a period as national service in a checkpoint on the frontier with the Palestine) to live a life that won't be only made of war. The two guys are gay and along with the girl they have established a trio in which they brotherly love and support each other. Their lives are destined to change when Noam falls in love with Ashraf (the TV star Yousef 'Joe' Sweid) a young Palestinian who came to live in Tel Aviv. The laws so far in force among the group are neglected, but not the will to aid one friend. Still it won't be easy for Noam and his friends, 'cause Ashraf is clandestine in Israel and in the meantime his family, who lives in Palestine and doesn't know he's gay, is looking forward to settle his wedding with a very beautiful girl, who is a relative of Ashraf's beloved sister bridegroom-to-be, who he is also a terrorist and he will have a strong liability in the development of the plot, with consequences not just for the two men. Because the prejudices against the homosexuality and the peace (interesting dualism, if not automatic) are stubborn and so the tragedy is unavoidable. Even if the film focus on the obstacles the relationship between Noam and Ashraf meets with, it doesn't the overlook the other characters, which turn out well written (for example Golan, the boyfriend of Yelli, Noam's fellow tenant, introduced as a lively boor, and then disclosed as a sweeter and more open minded person) and aptly performed (besides the two leads, we mustn't disregard the funny Zohar Liba and the lovely Daniela Virtzer, the girl of the gang; moreover LATE MARRIAGE's star Lior Ashkenazi appears as himself in a cameo). It also melds the gloomy tones with the more brilliant ones, even if the director can't do without a melodramatic conclusion. I watched this movie more than a month ago and in the meantime I often thought about it, proof that Fox and his pal have a knack to strike home.",Positive,Train,./train/pos/4635_7.txt,http://www.imdb.com/title/tt0476643/usercomments
57,1962,2,"The only scary thing about this movie is the thought that whoever made it might make a sequel.<br /><br />From start to finish ""The Tooth Fairy"" was just downright terrible. It seemed like a badly-acted children's movie which got confused, with a ""Wizard of Oz"" witch melting and happy kiddies ending combined with some bad gore effects and swearing.<br /><br />Half of the cast seem completely unnecessary except for conveniently being there to get murdered in some fashion. The sister of the two brothers, Cherise the aura reader and Mrs. McDonald have entirely no point in the film - they could have included them in the main plot for some interesting side stories but apparently couldn't be bothered. The people watching the film know the characters are there for some bloody death scene but come on, at least TRY and have a slight plot for them. The story in general is weak with erratic behavior from the characters that makes you wish they all get eaten by the witch.<br /><br />Add the weak plot and the weak acting together (the children are particularly wooden) and the movie ends up a complete failure. If only MST3K could have had a go at this one ...",Negative,Train,./train/neg/1962_2.txt,http://www.imdb.com/title/tt0473553/usercomments
58,10722,10,"Spacecamp is one of the movies that kids just love, and mom and dad can have fun watching as well. Growing up in the 80's I enjoyed this movie, it's plot and all the actors. I recently purchased this movie on DVD so when I have kids of my own, they will be able to have as much fun watching this movie as I did. The plot is fun, A group of kids, embark on a journey they never expected, when they were rocketed into space by a overachieving robot. They were in auh at first but when they realized they didn't have enough oxygen to make it back panic sunk in. Once they recovered enough oxygen from the space station they returned to earth as even better friends and a new found respect for life.",Positive,Train,./train/pos/10722_10.txt,http://www.imdb.com/title/tt0091993/usercomments
59,12435,3,"Alex D. Linz replaces Macaulay Culkin as the central figure in the third movie in the Home Alone empire. Four industrial spies acquire a missile guidance system computer chip and smuggle it through an airport inside a remote controlled toy car. Because of baggage confusion, grouchy Mrs. Hess (Marian Seldes) gets the car. She gives it to her neighbor, Alex (Linz), just before the spies turn up. The spies rent a house in order to burglarize each house in the neighborhood until they locate the car. Home alone with the chicken pox, Alex calls 911 each time he spots a theft in progress, but the spies always manage to elude the police while Alex is accused of making prank calls. The spies finally turn their attentions toward Alex, unaware that he has rigged devices to cleverly booby-trap his entire house. Home Alone 3 wasn't horrible, but probably shouldn't have been made, you can't just replace Macauley Culkin, Joe Pesci, or Daniel Stern. Home Alone 3 had some funny parts, but I don't like when characters are changed in a movie series, view at own risk.",Negative,Train,./train/neg/12435_3.txt,http://www.imdb.com/title/tt0119303/usercomments
60,10155,4,"I have read several good reviews that have defended and critised the various aspects of this film. One thing I see, over and over, is annoyance with Megan, the idealistic political scientist, trying to change the world. I loved her character. Maybe, because I am a 23 year old political science student and I think I'm going to change the world too, so I relate to Megan. Besides, she's cute. She's no super model, but more of a cute girl next door.<br /><br />OK, so she cried and screamed a lot. It's very dramatic, and seems overdone, but doesn't it fit her character? She goes on that show with the intention of sacrificing her life to prove a point. She thinks people who enjoy such a show are sick. I think she made her argument very well. Of course, being a young naive girl, she is terrified of what she is about to face. I think her acting accurately portrays a young girl showing moral courage despite her overwhelming fear. Furthermore, I think she maintained a certain dignity throughout the film despite the desperate situation she was in.<br /><br />As for the movie in general, other than Megan, it was pretty much what I expected. It had excellent gore scenes, by micro-budget standards. The plot maybe took a quick thought, hardly any contemplation. It's basically just a dark humorist senseless slasher film, which the name implies. I love the sadism of the doctor. He kept ripping Megan's shirt off, not just for the cause of sleaze (though largely so), but also to torment her, before he kills her. The Chainsaw hick was hilarious. For slasher film lovers, he was probably the best character.<br /><br />I give this film 4 out of 10. It had a good setting, almost no plot, and a mix of good and terrible acting. I would recommend it for a cheap thrill, but hardly a diamond in the rough that is micro-budget horror.",Negative,Train,./train/neg/10155_4.txt,http://www.imdb.com/title/tt0286975/usercomments
